ClientID,Name,Password,Balance
758,Frank,906637,1851
759,Xing,796730,1153
760,Jerry,706544,585
761,Konstantin,878258,1922
762,Ann,678322,1658
763,Matt,838014,1773
764,Kevin,887649,2006
765,Yuri,708499,727
766,Amir,887431,1910
767,Pavel,709041,573
768,Vladimir,677124,995
769,Elbrus,697346,1921
770,Alexei,876550,1047
771,Johannes,848635,2263
772,James,716933,1930
773,Edna,697984,763
774,George,817249,2266
775,Sergei,667259,1086
776,Jose,836925,1189
777,James,836876,781
778,Tan,696943,857
779,Aman,807784,2315
780,Hermann,857653,2294
781,Zachary,807743,811
782,Phillip,897664,1519
783,Martin,688678,2278
784,Georgy,867157,2374
785,Sergei,908494,1099
786,Zachary,757649,542
787,Hermann,716921,1451
788,Jerry,798830,2225
789,Hermann,798858,521
790,Nate,777169,2447
791,Martin,688182,1538
792,Imran,657093,936
793,Hermann,849073,719
794,Tanya,887472,2354
795,Carlos,808222,1023
796,Natalia,888678,1634
797,Xing,887278,1115
798,Chemena,908737,1542
799,Rose,707119,665
800,Tan,866861,1344
801,Georgy,718566,2037
802,Tanya,757668,2094
803,Jerry,778266,1654
804,Nicholas,697113,1054
805,Matt,666915,1542
806,Jerry,907245,1034
807,Lavrentiy,817887,1707
808,Alexander,859087,1591
809,Konstantin,738640,518
810,Lyudmila,717385,2055
811,Konstantin,707589,1860
812,Phillip,847652,2192
813,Lyudmila,898053,2317
814,Chemena,887268,2398
815,Yuri,678336,2118
816,Carlos,777381,1810
817,Edna,908198,1156
818,Kamila,866920,2411
819,Anya,667639,874
820,Sergei,697452,599
821,Tan,678295,694
822,Rose,898722,1472
823,Hajymyrat,666596,1602
824,Alexei,727576,1098
825,Johannes,688614,1004
826,Lavrentiy,808766,632
827,Vladimir,887737,2308
828,Jose,696716,762
829,Georgy,657639,1600
830,Aman,748016,1186
831,Ann,737034,1912
832,Lavrentiy,736933,2417
833,Tanya,657525,1492
834,Amir,658217,1280
835,Matt,888431,1355
836,Rose,747846,521
837,Elbrus,786716,2132
838,Natalia,817165,1378
839,Gregoire,848452,1363
840,Edna,788033,1523
841,Lavrentiy,727413,833
842,Alexei,848211,1981
843,Nate,768172,729
844,Tan,757691,1141
845,Leonid,746991,1273
846,Anya,898698,2405
847,Gregoire,868698,639
848,Jerry,716551,1457
849,Hermann,786527,1005
850,George,698937,2292
851,Jose,768488,2005
852,Iosif,767469,1337
853,Pavel,788595,1146
854,Jerry,658345,880
855,Phillip,858176,1655
856,Brandon,856851,1353
857,George,756885,1000
858,Konstantin,768140,1449
859,Georgy,688375,2259
860,Lavrentiy,757770,501
861,Hermann,818510,2420
862,Konstantin,798740,1988
863,Hodges,676554,1351
864,Nikita,798958,2264
865,Rose,777225,618
866,Alexander,687231,1248
867,Tanya,678258,1561
868,Nicholas,878772,589
869,Jerry,757622,2369
870,Frank,696712,1531
871,Pavel,746997,1829
872,Lyudmila,819080,2194
873,Hermann,898147,1513
874,Yuri,667870,1273
875,Amir,908217,798
876,Kamila,897831,1804
877,Hajymyrat,717243,2181
878,Georgy,807122,1320
879,Vladimir,857072,535
880,Martin,678656,2202
881,Ann,757965,1266
882,Anya,698029,1066
883,Iosif,818146,904
884,Ann,818228,1743
885,Alexander,678942,1971
886,Pavel,868157,618
887,Kamila,686517,1329
888,Nate,838220,808
889,Alexander,828634,504
890,Martin,806730,2298
891,Alexei,787612,1943
892,Sergei,866548,2456
893,Lavrentiy,758869,2176
894,Rose,798329,1164
895,Amir,706679,1384
896,Chemena,886956,1440
897,Kamila,726869,961
898,Martin,728739,639
899,George,727728,2097
900,Alexander,766931,2101
901,George,747310,1351
902,Hodges,749034,2425
903,Johannes,846841,961
904,Elbrus,708473,1076
905,Nate,717142,986
906,Vladimir,807091,1319
907,George,887675,1523
908,Chemena,798033,1129
909,Wolfgang,886547,1435
910,Carlos,768861,1320
911,Kamila,868833,733
912,Nicholas,666732,1715
913,Nate,657623,1401
914,Amir,747255,1714
915,Johannes,687041,1507
916,Matt,887425,1829
917,Hodges,818126,1449
918,Yuri,757872,598
919,Nicholas,746659,1209
920,Phillip,889028,1807
921,Lizbeth,777033,2391
922,Xing,848550,2423
923,Nicholas,727842,1974
924,Georgy,846743,1170
925,Vladimir,668666,888
926,Yuri,867774,1837
927,Pavel,837643,1353
928,Alexei,778490,558
929,Alexander,727192,1409
930,Phillip,667925,1052
931,Brandon,877954,1394
932,Carlos,788376,1929
933,George,768930,942
934,Pavel,886660,1378
935,Brandon,899045,2002
936,Edna,867169,1243
937,Sergei,718110,1586
938,Yuri,726735,883
939,Sergei,786730,2434
940,Nate,826834,2195
941,Gregoire,788218,537
942,Johannes,748624,1915
943,Gregoire,867275,754
944,Zachary,818049,2230
945,Xing,798220,2215
946,Kevin,658192,2265
947,Alexei,678239,1041
948,Kamila,877182,885
949,Nate,868972,591
950,Natalia,728010,1853
951,Kamila,858763,599
952,Jerry,788062,2164
953,Konstantin,817083,2265
954,Lyudmila,847799,1948
955,Johannes,826618,1548
956,Hajymyrat,728634,1897
957,Tan,718567,921
958,Lavrentiy,757459,1770
959,Jose,788794,1410
960,Chemena,658812,2405
961,Natalia,686726,954
962,Xing,857995,1430
963,Yuri,846620,1795
964,Edna,886526,960
965,Alexei,837059,2480
966,Tanya,738627,1391
967,Phillip,898059,1828
968,Lavrentiy,847990,2169
969,Ann,898538,1291
970,Tanya,758795,1926
971,Alexander,767619,1874
972,Jose,657055,1645
973,Lyudmila,768943,2396
974,Hermann,888687,1079
975,Elbrus,888450,1115
976,Lyudmila,769097,1964
977,Jose,678471,750
978,Johannes,817811,1066
979,Anya,888849,2470
980,Konstantin,707247,2129
981,Lizbeth,898043,1103
982,Amir,888332,1290
983,George,728618,1654
984,Tanya,689091,1328
985,Xing,727880,1804
986,Tanya,686652,816
987,Elbrus,756730,592
988,Carlos,707181,1347
989,Imran,847699,1977
990,Matt,828440,995
991,Carlos,688551,2048
992,Leonid,826944,1412
993,Tan,677644,552
994,Nicholas,817856,533
995,Tanya,697578,2430
996,Pavel,877346,2163
997,Kamila,828544,1923
998,Wolfgang,758572,1282
999,Brandon,737841,1326
1000,Edna,848277,751
1001,Wolfgang,768764,1575
1002,Amir,737336,1069
1003,Jerry,887516,1583
1004,Tanya,837873,1223
1005,Yuri,746763,2116
1006,Hajymyrat,806682,874
1007,Pavel,828036,1810
1008,Jerry,776980,2358
1009,George,687026,2166
1010,Iosif,737415,1046
1011,Natalia,658468,1858
1012,Frank,768714,1043
1013,Zachary,668347,2082
1014,Sergei,897656,539
1015,Yuri,836558,1294
1016,Yuri,718359,1583
1017,George,688358,1582
1018,Vladimir,657317,1315
1019,James,738932,1663
1020,Nate,837511,819
1021,Imran,897987,1983
1022,Carlos,798434,1175
1023,Elbrus,908390,2050
1024,Rose,768066,619
1025,Lizbeth,908320,597
1026,Hajymyrat,799027,1637
1027,George,888173,1208
1028,Anya,786826,1169
1029,Xing,897043,1835
1030,Jerry,677448,874
1031,Lizbeth,748470,2066
1032,Georgy,767755,1706
1033,Hodges,688385,1210
1034,Phillip,856545,2148
1035,Elbrus,907282,2403
1036,Rose,848952,1206
1037,Hodges,848968,1711
1038,Zachary,787364,1565
1039,Chemena,667624,1438
1040,Aman,868388,1418
1041,Phillip,808012,944
1042,Lavrentiy,658080,1185
1043,Gregoire,869061,742
1044,Chemena,707711,2339
1045,Hajymyrat,707025,734
1046,Iosif,717382,1198
1047,Jerry,746918,1701
1048,Jerry,818413,1109
1049,Pashka,897182,2269
1050,Aman,787984,1859
1051,Rose,848966,1278
1052,Tan,778498,1134
1053,Matt,878796,1929
1054,Jerry,887981,2164
1055,Hermann,848483,2155
1056,Nikita,877387,1414
1057,Amir,757398,1935
1058,George,717991,1002
1059,Edna,737082,620
1060,Phillip,818971,1159
1061,Nicholas,897541,1270
1062,Iosif,876879,845
1063,Nicholas,768626,971
1064,Gregoire,706899,839
1065,Alexander,669029,2498
1066,Nikita,898420,772
1067,Ann,777475,2045
1068,Hajymyrat,847969,1200
1069,Johannes,718441,2299
1070,Rose,897398,620
1071,Wolfgang,838667,2426
1072,Ann,758576,1353
1073,Ann,888173,799
1074,Matt,878745,1536
1075,Natalia,716647,2208
1076,Hermann,717797,1125
1077,Leonid,727990,587
1078,Gregoire,837635,2468
1079,Carlos,838285,2205
1080,Aman,847387,1155
1081,Hajymyrat,687566,2066
1082,Zachary,877534,2422
1083,Georgy,677212,2335
1084,Brandon,808757,1611
1085,Lyudmila,846877,2481
1086,Pashka,688076,545
1087,Yuri,766767,1217
1088,Sergei,748354,1946
1089,Wolfgang,678941,1898
1090,Alexander,667799,2318
1091,Kevin,688177,1608
1092,Hajymyrat,908340,1810
1093,Phillip,819018,1449
1094,George,906550,630
1095,Leonid,888230,634
1096,Pashka,857396,2286
1097,Ann,788259,1193
1098,Kamila,878087,1475
1099,Nikita,678484,1723
1100,Johannes,708149,1873
1101,Leonid,776715,1889
